ap,signal,sequence,x,y,z
A,31.0,160.0,4.0,41.0,1.0
A,30.0,161.0,4.0,41.0,1.0
A,30.0,162.0,4.0,41.0,1.0
A,31.0,163.0,4.0,41.0,1.0
A,30.0,164.0,4.0,41.0,1.0
C,28.0,87.0,4.0,41.0,1.0
C,28.0,88.0,4.0,41.0,1.0
C,29.0,89.0,4.0,41.0,1.0
C,29.0,90.0,4.0,41.0,1.0
A,30.0,165.0,4.0,41.0,1.0
A,30.0,166.0,4.0,41.0,1.0
A,31.0,167.0,4.0,41.0,1.0
A,31.0,168.0,4.0,41.0,1.0
A,32.0,169.0,4.0,41.0,1.0
A,30.0,170.0,4.0,41.0,1.0
A,30.0,171.0,4.0,41.0,1.0
A,30.0,172.0,4.0,41.0,1.0
C,29.0,91.0,4.0,41.0,1.0
C,29.0,92.0,4.0,41.0,1.0
C,29.0,93.0,4.0,41.0,1.0
C,29.0,94.0,4.0,41.0,1.0
C,29.0,95.0,4.0,41.0,1.0
C,29.0,96.0,4.0,41.0,1.0
A,29.0,173.0,4.0,41.0,1.0
A,29.0,174.0,4.0,41.0,1.0
A,29.0,175.0,4.0,41.0,1.0
A,29.0,176.0,4.0,41.0,1.0
A,29.0,177.0,4.0,41.0,1.0
A,29.0,178.0,4.0,41.0,1.0
A,29.0,179.0,4.0,41.0,1.0
A,30.0,180.0,4.0,41.0,1.0
A,30.0,181.0,4.0,41.0,1.0
A,29.0,182.0,4.0,41.0,1.0
A,29.0,183.0,4.0,41.0,1.0
A,29.0,184.0,4.0,41.0,1.0
C,28.0,97.0,4.0,41.0,1.0
C,28.0,98.0,4.0,41.0,1.0
C,28.0,99.0,4.0,41.0,1.0
A,31.0,185.0,4.0,41.0,1.0
A,30.0,186.0,4.0,41.0,1.0
A,32.0,187.0,4.0,41.0,1.0
A,30.0,188.0,4.0,41.0,1.0
A,31.0,189.0,4.0,41.0,1.0
A,31.0,190.0,4.0,41.0,1.0
A,29.0,191.0,4.0,41.0,1.0
D,12.0,8.0,4.0,41.0,1.0
C,30.0,100.0,4.0,41.0,1.0
C,29.0,101.0,4.0,41.0,1.0
C,29.0,102.0,4.0,41.0,1.0
C,30.0,103.0,4.0,41.0,1.0
C,29.0,104.0,4.0,41.0,1.0
C,29.0,105.0,4.0,41.0,1.0
A,31.0,192.0,4.0,41.0,1.0
A,31.0,193.0,4.0,41.0,1.0
A,32.0,194.0,4.0,41.0,1.0
A,31.0,195.0,4.0,41.0,1.0
A,30.0,196.0,4.0,41.0,1.0
A,30.0,197.0,4.0,41.0,1.0
A,31.0,198.0,4.0,41.0,1.0
A,30.0,199.0,4.0,41.0,1.0
A,30.0,200.0,4.0,41.0,1.0
A,30.0,201.0,4.0,41.0,1.0
A,31.0,202.0,4.0,41.0,1.0
A,31.0,203.0,4.0,41.0,1.0
A,30.0,204.0,4.0,41.0,1.0
C,29.0,106.0,4.0,41.0,1.0
C,29.0,107.0,4.0,41.0,1.0
C,29.0,108.0,4.0,41.0,1.0
A,30.0,205.0,4.0,41.0,1.0
A,29.0,206.0,4.0,41.0,1.0
A,29.0,207.0,4.0,41.0,1.0
A,29.0,208.0,4.0,41.0,1.0
A,29.0,209.0,4.0,41.0,1.0
A,30.0,210.0,4.0,41.0,1.0
C,27.0,109.0,4.0,41.0,1.0
C,27.0,110.0,4.0,41.0,1.0
C,26.0,111.0,4.0,41.0,1.0
C,27.0,112.0,4.0,41.0,1.0
C,26.0,113.0,4.0,41.0,1.0
C,25.0,114.0,4.0,41.0,1.0
C,26.0,115.0,4.0,41.0,1.0
A,24.0,211.0,4.0,41.0,1.0
A,26.0,212.0,4.0,41.0,1.0
A,25.0,213.0,4.0,41.0,1.0
A,26.0,214.0,4.0,41.0,1.0
A,26.0,215.0,4.0,41.0,1.0
A,25.0,216.0,4.0,41.0,1.0
A,26.0,217.0,4.0,41.0,1.0
A,26.0,218.0,4.0,41.0,1.0
A,27.0,219.0,4.0,41.0,1.0
A,28.0,220.0,4.0,41.0,1.0
A,25.0,221.0,4.0,41.0,1.0
A,25.0,222.0,4.0,41.0,1.0
A,26.0,223.0,4.0,41.0,1.0
A,26.0,224.0,4.0,41.0,1.0
C,26.0,116.0,4.0,41.0,1.0
C,26.0,117.0,4.0,41.0,1.0
A,27.0,225.0,4.0,41.0,1.0
A,26.0,226.0,4.0,41.0,1.0
A,26.0,227.0,4.0,41.0,1.0
A,27.0,228.0,4.0,41.0,1.0
A,26.0,229.0,4.0,41.0,1.0
C,25.0,118.0,4.0,41.0,1.0
C,25.0,119.0,4.0,41.0,1.0
C,25.0,120.0,4.0,41.0,1.0
C,23.0,121.0,4.0,41.0,1.0
C,25.0,122.0,4.0,41.0,1.0
C,25.0,123.0,4.0,41.0,1.0
C,25.0,124.0,4.0,41.0,1.0
A,24.0,230.0,4.0,41.0,1.0
A,26.0,231.0,4.0,41.0,1.0
A,25.0,232.0,4.0,41.0,1.0
A,27.0,233.0,4.0,41.0,1.0
A,27.0,234.0,4.0,41.0,1.0
A,26.0,235.0,4.0,41.0,1.0
A,25.0,236.0,4.0,41.0,1.0
A,25.0,237.0,4.0,41.0,1.0
A,26.0,238.0,4.0,41.0,1.0
A,26.0,239.0,4.0,41.0,1.0
A,26.0,240.0,4.0,41.0,1.0
A,26.0,241.0,4.0,41.0,1.0
A,27.0,242.0,4.0,41.0,1.0
A,25.0,243.0,4.0,41.0,1.0
A,25.0,244.0,4.0,41.0,1.0
C,24.0,125.0,4.0,41.0,1.0
C,22.0,126.0,4.0,41.0,1.0
A,23.0,245.0,4.0,41.0,1.0
A,27.0,246.0,4.0,41.0,1.0
A,27.0,247.0,4.0,41.0,1.0
A,25.0,248.0,4.0,41.0,1.0
A,26.0,249.0,4.0,41.0,1.0
C,23.0,127.0,4.0,41.0,1.0
C,24.0,128.0,4.0,41.0,1.0
C,23.0,129.0,4.0,41.0,1.0
C,24.0,130.0,4.0,41.0,1.0
C,23.0,131.0,4.0,41.0,1.0
C,24.0,132.0,4.0,41.0,1.0
C,23.0,133.0,4.0,41.0,1.0
A,27.0,250.0,4.0,41.0,1.0
A,27.0,251.0,4.0,41.0,1.0
A,26.0,252.0,4.0,41.0,1.0
A,27.0,253.0,4.0,41.0,1.0
A,27.0,254.0,4.0,41.0,1.0
A,26.0,255.0,4.0,41.0,1.0
A,26.0,256.0,4.0,41.0,1.0
C,35.0,0.0,5.0,41.0,1.0
A,15.0,0.0,5.0,41.0,1.0
A,16.0,1.0,5.0,41.0,1.0
A,14.0,2.0,5.0,41.0,1.0
A,15.0,3.0,5.0,41.0,1.0
A,14.0,4.0,5.0,41.0,1.0
A,15.0,5.0,5.0,41.0,1.0
A,16.0,6.0,5.0,41.0,1.0
A,16.0,7.0,5.0,41.0,1.0
A,15.0,8.0,5.0,41.0,1.0
A,15.0,9.0,5.0,41.0,1.0
A,15.0,10.0,5.0,41.0,1.0
A,20.0,11.0,5.0,41.0,1.0
A,15.0,12.0,5.0,41.0,1.0
A,16.0,13.0,5.0,41.0,1.0
A,15.0,14.0,5.0,41.0,1.0
A,16.0,15.0,5.0,41.0,1.0
A,16.0,16.0,5.0,41.0,1.0
A,16.0,17.0,5.0,41.0,1.0
A,15.0,18.0,5.0,41.0,1.0
A,15.0,19.0,5.0,41.0,1.0
C,31.0,1.0,5.0,41.0,1.0
C,32.0,2.0,5.0,41.0,1.0
C,34.0,3.0,5.0,41.0,1.0
C,32.0,4.0,5.0,41.0,1.0
C,32.0,5.0,5.0,41.0,1.0
C,33.0,6.0,5.0,41.0,1.0
C,33.0,7.0,5.0,41.0,1.0
C,33.0,8.0,5.0,41.0,1.0
C,33.0,9.0,5.0,41.0,1.0
C,33.0,10.0,5.0,41.0,1.0
A,22.0,20.0,5.0,41.0,1.0
A,21.0,21.0,5.0,41.0,1.0
A,22.0,22.0,5.0,41.0,1.0
A,22.0,23.0,5.0,41.0,1.0
A,21.0,24.0,5.0,41.0,1.0
A,22.0,25.0,5.0,41.0,1.0
A,22.0,26.0,5.0,41.0,1.0
A,22.0,27.0,5.0,41.0,1.0
A,22.0,28.0,5.0,41.0,1.0
A,21.0,29.0,5.0,41.0,1.0
A,21.0,30.0,5.0,41.0,1.0
A,22.0,31.0,5.0,41.0,1.0
A,21.0,32.0,5.0,41.0,1.0
A,21.0,33.0,5.0,41.0,1.0
A,22.0,34.0,5.0,41.0,1.0
A,21.0,35.0,5.0,41.0,1.0
A,21.0,36.0,5.0,41.0,1.0
A,21.0,37.0,5.0,41.0,1.0
A,21.0,38.0,5.0,41.0,1.0
A,20.0,39.0,5.0,41.0,1.0
C,32.0,11.0,5.0,41.0,1.0
C,33.0,12.0,5.0,41.0,1.0
C,32.0,13.0,5.0,41.0,1.0
C,33.0,14.0,5.0,41.0,1.0
C,35.0,15.0,5.0,41.0,1.0
C,33.0,16.0,5.0,41.0,1.0
C,34.0,17.0,5.0,41.0,1.0
C,34.0,18.0,5.0,41.0,1.0
C,32.0,19.0,5.0,41.0,1.0
C,33.0,20.0,5.0,41.0,1.0
C,33.0,21.0,5.0,41.0,1.0
C,32.0,22.0,5.0,41.0,1.0
C,32.0,23.0,5.0,41.0,1.0
C,33.0,24.0,5.0,41.0,1.0
C,32.0,25.0,5.0,41.0,1.0
C,33.0,26.0,5.0,41.0,1.0
C,33.0,27.0,5.0,41.0,1.0
C,34.0,28.0,5.0,41.0,1.0
C,33.0,29.0,5.0,41.0,1.0
C,34.0,30.0,5.0,41.0,1.0
C,33.0,31.0,5.0,41.0,1.0
C,33.0,32.0,5.0,41.0,1.0
C,34.0,33.0,5.0,41.0,1.0
A,21.0,40.0,5.0,41.0,1.0
A,21.0,41.0,5.0,41.0,1.0
A,22.0,42.0,5.0,41.0,1.0
A,21.0,43.0,5.0,41.0,1.0
A,21.0,44.0,5.0,41.0,1.0
A,20.0,45.0,5.0,41.0,1.0
A,22.0,46.0,5.0,41.0,1.0
A,21.0,47.0,5.0,41.0,1.0
A,21.0,48.0,5.0,41.0,1.0
A,21.0,49.0,5.0,41.0,1.0
A,21.0,50.0,5.0,41.0,1.0
A,21.0,51.0,5.0,41.0,1.0
A,21.0,52.0,5.0,41.0,1.0
A,21.0,53.0,5.0,41.0,1.0
A,21.0,54.0,5.0,41.0,1.0
A,21.0,55.0,5.0,41.0,1.0
A,21.0,56.0,5.0,41.0,1.0
A,21.0,57.0,5.0,41.0,1.0
A,22.0,58.0,5.0,41.0,1.0
A,21.0,59.0,5.0,41.0,1.0
C,35.0,34.0,5.0,41.0,1.0
C,36.0,35.0,5.0,41.0,1.0
C,35.0,36.0,5.0,41.0,1.0
C,36.0,37.0,5.0,41.0,1.0
C,35.0,38.0,5.0,41.0,1.0
C,36.0,39.0,5.0,41.0,1.0
C,36.0,40.0,5.0,41.0,1.0
C,36.0,41.0,5.0,41.0,1.0
C,35.0,42.0,5.0,41.0,1.0
C,34.0,43.0,5.0,41.0,1.0
A,20.0,60.0,5.0,41.0,1.0
A,20.0,61.0,5.0,41.0,1.0
A,20.0,62.0,5.0,41.0,1.0
A,21.0,63.0,5.0,41.0,1.0
A,20.0,64.0,5.0,41.0,1.0
A,20.0,65.0,5.0,41.0,1.0
A,20.0,66.0,5.0,41.0,1.0
A,20.0,67.0,5.0,41.0,1.0
A,20.0,68.0,5.0,41.0,1.0
A,20.0,69.0,5.0,41.0,1.0
A,20.0,70.0,5.0,41.0,1.0
A,20.0,71.0,5.0,41.0,1.0
A,20.0,72.0,5.0,41.0,1.0
A,19.0,73.0,5.0,41.0,1.0
A,20.0,74.0,5.0,41.0,1.0
A,19.0,75.0,5.0,41.0,1.0
A,21.0,76.0,5.0,41.0,1.0
A,21.0,77.0,5.0,41.0,1.0
A,19.0,78.0,5.0,41.0,1.0
B,3.0,0.0,5.0,41.0,1.0
B,4.0,1.0,5.0,41.0,1.0
B,5.0,2.0,5.0,41.0,1.0
B,5.0,3.0,5.0,41.0,1.0
B,3.0,4.0,5.0,41.0,1.0
B,3.0,5.0,5.0,41.0,1.0
B,4.0,6.0,5.0,41.0,1.0
B,6.0,7.0,5.0,41.0,1.0
B,3.0,8.0,5.0,41.0,1.0
B,4.0,9.0,5.0,41.0,1.0
B,3.0,10.0,5.0,41.0,1.0
B,6.0,11.0,5.0,41.0,1.0
B,4.0,12.0,5.0,41.0,1.0
B,4.0,13.0,5.0,41.0,1.0
B,8.0,14.0,5.0,41.0,1.0
B,5.0,15.0,5.0,41.0,1.0
C,35.0,44.0,5.0,41.0,1.0
C,36.0,45.0,5.0,41.0,1.0
C,35.0,46.0,5.0,41.0,1.0
C,35.0,47.0,5.0,41.0,1.0
C,36.0,48.0,5.0,41.0,1.0
C,35.0,49.0,5.0,41.0,1.0
C,36.0,50.0,5.0,41.0,1.0
C,36.0,51.0,5.0,41.0,1.0
C,35.0,52.0,5.0,41.0,1.0
A,21.0,79.0,5.0,41.0,1.0
A,21.0,80.0,5.0,41.0,1.0
A,19.0,81.0,5.0,41.0,1.0
A,20.0,82.0,5.0,41.0,1.0
A,20.0,83.0,5.0,41.0,1.0
A,20.0,84.0,5.0,41.0,1.0
A,20.0,85.0,5.0,41.0,1.0
A,20.0,86.0,5.0,41.0,1.0
A,21.0,87.0,5.0,41.0,1.0
A,20.0,88.0,5.0,41.0,1.0
A,21.0,89.0,5.0,41.0,1.0
A,20.0,90.0,5.0,41.0,1.0
A,21.0,91.0,5.0,41.0,1.0
A,20.0,92.0,5.0,41.0,1.0
A,19.0,93.0,5.0,41.0,1.0
A,21.0,94.0,5.0,41.0,1.0
A,21.0,95.0,5.0,41.0,1.0
A,21.0,96.0,5.0,41.0,1.0
A,19.0,97.0,5.0,41.0,1.0
B,3.0,16.0,5.0,41.0,1.0
B,3.0,17.0,5.0,41.0,1.0
B,4.0,18.0,5.0,41.0,1.0
B,4.0,19.0,5.0,41.0,1.0
B,5.0,20.0,5.0,41.0,1.0
B,5.0,21.0,5.0,41.0,1.0
B,5.0,22.0,5.0,41.0,1.0
B,5.0,23.0,5.0,41.0,1.0
B,6.0,24.0,5.0,41.0,1.0
B,4.0,25.0,5.0,41.0,1.0
B,7.0,26.0,5.0,41.0,1.0
B,3.0,27.0,5.0,41.0,1.0
B,5.0,28.0,5.0,41.0,1.0
C,32.0,53.0,5.0,41.0,1.0
C,33.0,54.0,5.0,41.0,1.0
C,33.0,55.0,5.0,41.0,1.0
C,33.0,56.0,5.0,41.0,1.0
C,32.0,57.0,5.0,41.0,1.0
C,33.0,58.0,5.0,41.0,1.0
C,33.0,59.0,5.0,41.0,1.0
C,32.0,60.0,5.0,41.0,1.0
C,32.0,61.0,5.0,41.0,1.0
C,33.0,62.0,5.0,41.0,1.0
C,36.0,63.0,5.0,41.0,1.0
C,37.0,64.0,5.0,41.0,1.0
C,36.0,65.0,5.0,41.0,1.0
C,36.0,66.0,5.0,41.0,1.0
C,37.0,67.0,5.0,41.0,1.0
C,36.0,68.0,5.0,41.0,1.0
A,19.0,98.0,5.0,41.0,1.0
A,19.0,99.0,5.0,41.0,1.0
A,20.0,100.0,5.0,41.0,1.0
A,20.0,101.0,5.0,41.0,1.0
A,21.0,102.0,5.0,41.0,1.0
A,21.0,103.0,5.0,41.0,1.0
A,20.0,104.0,5.0,41.0,1.0
A,19.0,105.0,5.0,41.0,1.0
A,20.0,106.0,5.0,41.0,1.0
A,19.0,107.0,5.0,41.0,1.0
A,20.0,108.0,5.0,41.0,1.0
A,20.0,109.0,5.0,41.0,1.0
A,20.0,110.0,5.0,41.0,1.0
A,19.0,111.0,5.0,41.0,1.0
A,19.0,112.0,5.0,41.0,1.0
A,20.0,113.0,5.0,41.0,1.0
A,20.0,114.0,5.0,41.0,1.0
A,19.0,115.0,5.0,41.0,1.0
A,18.0,116.0,5.0,41.0,1.0
B,4.0,29.0,5.0,41.0,1.0
B,4.0,30.0,5.0,41.0,1.0
B,3.0,31.0,5.0,41.0,1.0
B,5.0,32.0,5.0,41.0,1.0
B,5.0,33.0,5.0,41.0,1.0
B,5.0,34.0,5.0,41.0,1.0
B,6.0,35.0,5.0,41.0,1.0
B,5.0,36.0,5.0,41.0,1.0
B,4.0,37.0,5.0,41.0,1.0
B,7.0,38.0,5.0,41.0,1.0
B,5.0,39.0,5.0,41.0,1.0
C,34.0,69.0,5.0,41.0,1.0
C,35.0,70.0,5.0,41.0,1.0
C,35.0,71.0,5.0,41.0,1.0
C,36.0,72.0,5.0,41.0,1.0
C,35.0,73.0,5.0,41.0,1.0
C,35.0,74.0,5.0,41.0,1.0
C,35.0,75.0,5.0,41.0,1.0
C,35.0,76.0,5.0,41.0,1.0
C,34.0,77.0,5.0,41.0,1.0
A,18.0,117.0,5.0,41.0,1.0
A,19.0,118.0,5.0,41.0,1.0
A,18.0,119.0,5.0,41.0,1.0
A,19.0,120.0,5.0,41.0,1.0
A,19.0,121.0,5.0,41.0,1.0
A,19.0,122.0,5.0,41.0,1.0
A,18.0,123.0,5.0,41.0,1.0
A,18.0,124.0,5.0,41.0,1.0
A,19.0,125.0,5.0,41.0,1.0
A,19.0,126.0,5.0,41.0,1.0
A,19.0,127.0,5.0,41.0,1.0
A,19.0,128.0,5.0,41.0,1.0
A,18.0,129.0,5.0,41.0,1.0
A,19.0,130.0,5.0,41.0,1.0
A,19.0,131.0,5.0,41.0,1.0
A,18.0,132.0,5.0,41.0,1.0
A,18.0,133.0,5.0,41.0,1.0
A,19.0,134.0,5.0,41.0,1.0
A,19.0,135.0,5.0,41.0,1.0
B,4.0,40.0,5.0,41.0,1.0
B,2.0,41.0,5.0,41.0,1.0
B,7.0,42.0,5.0,41.0,1.0
B,4.0,43.0,5.0,41.0,1.0
B,4.0,44.0,5.0,41.0,1.0
B,6.0,45.0,5.0,41.0,1.0
B,5.0,46.0,5.0,41.0,1.0
B,5.0,47.0,5.0,41.0,1.0
B,6.0,48.0,5.0,41.0,1.0
B,4.0,49.0,5.0,41.0,1.0
B,6.0,50.0,5.0,41.0,1.0
B,4.0,51.0,5.0,41.0,1.0
B,6.0,52.0,5.0,41.0,1.0
B,5.0,53.0,5.0,41.0,1.0
B,5.0,54.0,5.0,41.0,1.0
B,7.0,55.0,5.0,41.0,1.0
B,5.0,56.0,5.0,41.0,1.0
C,33.0,78.0,5.0,41.0,1.0
C,32.0,79.0,5.0,41.0,1.0
C,33.0,80.0,5.0,41.0,1.0
C,33.0,81.0,5.0,41.0,1.0
C,33.0,82.0,5.0,41.0,1.0
C,33.0,83.0,5.0,41.0,1.0
C,33.0,84.0,5.0,41.0,1.0
C,34.0,85.0,5.0,41.0,1.0
C,33.0,86.0,5.0,41.0,1.0
C,33.0,87.0,5.0,41.0,1.0
C,33.0,88.0,5.0,41.0,1.0
C,34.0,89.0,5.0,41.0,1.0
C,34.0,90.0,5.0,41.0,1.0
C,34.0,91.0,5.0,41.0,1.0
C,34.0,92.0,5.0,41.0,1.0
C,34.0,93.0,5.0,41.0,1.0
C,33.0,94.0,5.0,41.0,1.0
C,32.0,95.0,5.0,41.0,1.0
C,34.0,96.0,5.0,41.0,1.0
C,33.0,97.0,5.0,41.0,1.0
C,32.0,98.0,5.0,41.0,1.0
C,32.0,99.0,5.0,41.0,1.0
C,32.0,100.0,5.0,41.0,1.0
A,19.0,136.0,5.0,41.0,1.0
A,19.0,137.0,5.0,41.0,1.0
A,19.0,138.0,5.0,41.0,1.0
A,20.0,139.0,5.0,41.0,1.0
A,18.0,140.0,5.0,41.0,1.0
A,20.0,141.0,5.0,41.0,1.0
A,19.0,142.0,5.0,41.0,1.0
A,19.0,143.0,5.0,41.0,1.0
A,19.0,144.0,5.0,41.0,1.0
A,18.0,145.0,5.0,41.0,1.0
A,19.0,146.0,5.0,41.0,1.0
A,19.0,147.0,5.0,41.0,1.0
A,18.0,148.0,5.0,41.0,1.0
A,19.0,149.0,5.0,41.0,1.0
A,19.0,150.0,5.0,41.0,1.0
A,19.0,151.0,5.0,41.0,1.0
A,19.0,152.0,5.0,41.0,1.0
A,19.0,153.0,5.0,41.0,1.0
A,16.0,154.0,5.0,41.0,1.0
A,16.0,155.0,5.0,41.0,1.0
A,16.0,156.0,5.0,41.0,1.0
A,16.0,157.0,5.0,41.0,1.0
A,15.0,158.0,5.0,41.0,1.0
A,16.0,159.0,5.0,41.0,1.0
A,17.0,160.0,5.0,41.0,1.0
A,17.0,161.0,5.0,41.0,1.0
A,19.0,162.0,5.0,41.0,1.0
B,3.0,57.0,5.0,41.0,1.0
B,5.0,58.0,5.0,41.0,1.0
B,5.0,59.0,5.0,41.0,1.0
B,4.0,60.0,5.0,41.0,1.0
B,5.0,61.0,5.0,41.0,1.0
B,7.0,62.0,5.0,41.0,1.0
B,3.0,63.0,5.0,41.0,1.0
B,5.0,64.0,5.0,41.0,1.0
B,3.0,65.0,5.0,41.0,1.0
C,29.0,101.0,5.0,41.0,1.0
C,30.0,102.0,5.0,41.0,1.0
C,30.0,103.0,5.0,41.0,1.0
C,31.0,104.0,5.0,41.0,1.0
C,31.0,105.0,5.0,41.0,1.0
C,30.0,106.0,5.0,41.0,1.0
C,29.0,107.0,5.0,41.0,1.0
C,31.0,108.0,5.0,41.0,1.0
C,31.0,109.0,5.0,41.0,1.0
A,21.0,163.0,5.0,41.0,1.0
A,20.0,164.0,5.0,41.0,1.0
A,20.0,165.0,5.0,41.0,1.0
A,20.0,166.0,5.0,41.0,1.0
A,19.0,167.0,5.0,41.0,1.0
A,21.0,168.0,5.0,41.0,1.0
A,21.0,169.0,5.0,41.0,1.0
A,18.0,170.0,5.0,41.0,1.0
A,21.0,171.0,5.0,41.0,1.0
A,19.0,172.0,5.0,41.0,1.0
A,21.0,173.0,5.0,41.0,1.0
A,20.0,174.0,5.0,41.0,1.0
A,20.0,175.0,5.0,41.0,1.0
A,21.0,176.0,5.0,41.0,1.0
A,20.0,177.0,5.0,41.0,1.0
A,20.0,178.0,5.0,41.0,1.0
A,20.0,179.0,5.0,41.0,1.0
A,20.0,180.0,5.0,41.0,1.0
A,19.0,181.0,5.0,41.0,1.0
A,18.0,182.0,5.0,41.0,1.0
A,20.0,183.0,5.0,41.0,1.0
A,19.0,184.0,5.0,41.0,1.0
A,18.0,185.0,5.0,41.0,1.0
A,18.0,186.0,5.0,41.0,1.0
B,7.0,66.0,5.0,41.0,1.0
B,6.0,67.0,5.0,41.0,1.0
B,6.0,68.0,5.0,41.0,1.0
B,8.0,69.0,5.0,41.0,1.0
B,7.0,70.0,5.0,41.0,1.0
B,8.0,71.0,5.0,41.0,1.0
B,7.0,72.0,5.0,41.0,1.0
B,7.0,73.0,5.0,41.0,1.0
B,8.0,74.0,5.0,41.0,1.0
B,4.0,75.0,5.0,41.0,1.0
B,2.0,76.0,5.0,41.0,1.0
B,2.0,77.0,5.0,41.0,1.0
C,29.0,110.0,5.0,41.0,1.0
C,30.0,111.0,5.0,41.0,1.0
C,29.0,112.0,5.0,41.0,1.0
C,29.0,113.0,5.0,41.0,1.0
C,30.0,114.0,5.0,41.0,1.0
C,30.0,115.0,5.0,41.0,1.0
C,29.0,116.0,5.0,41.0,1.0
C,29.0,117.0,5.0,41.0,1.0
C,29.0,118.0,5.0,41.0,1.0
C,28.0,119.0,5.0,41.0,1.0
A,20.0,187.0,5.0,41.0,1.0
A,20.0,188.0,5.0,41.0,1.0
A,20.0,189.0,5.0,41.0,1.0
A,20.0,190.0,5.0,41.0,1.0
A,19.0,191.0,5.0,41.0,1.0
A,19.0,192.0,5.0,41.0,1.0
A,19.0,193.0,5.0,41.0,1.0
A,20.0,194.0,5.0,41.0,1.0
A,20.0,195.0,5.0,41.0,1.0
A,20.0,196.0,5.0,41.0,1.0
A,20.0,197.0,5.0,41.0,1.0
A,20.0,198.0,5.0,41.0,1.0
A,18.0,199.0,5.0,41.0,1.0
A,19.0,200.0,5.0,41.0,1.0
A,20.0,201.0,5.0,41.0,1.0
C,31.0,0.0,6.0,41.0,1.0
C,33.0,1.0,6.0,41.0,1.0
C,31.0,2.0,6.0,41.0,1.0
C,30.0,3.0,6.0,41.0,1.0
C,31.0,4.0,6.0,41.0,1.0
A,17.0,0.0,6.0,41.0,1.0
A,19.0,1.0,6.0,41.0,1.0
A,18.0,2.0,6.0,41.0,1.0
A,17.0,3.0,6.0,41.0,1.0
A,17.0,4.0,6.0,41.0,1.0
A,18.0,5.0,6.0,41.0,1.0
A,18.0,6.0,6.0,41.0,1.0
A,18.0,7.0,6.0,41.0,1.0
A,19.0,8.0,6.0,41.0,1.0
A,19.0,9.0,6.0,41.0,1.0
A,19.0,10.0,6.0,41.0,1.0
A,18.0,11.0,6.0,41.0,1.0
A,19.0,12.0,6.0,41.0,1.0
A,18.0,13.0,6.0,41.0,1.0
A,18.0,14.0,6.0,41.0,1.0
A,18.0,15.0,6.0,41.0,1.0
A,17.0,16.0,6.0,41.0,1.0
A,16.0,17.0,6.0,41.0,1.0
A,17.0,18.0,6.0,41.0,1.0
A,17.0,19.0,6.0,41.0,1.0
C,27.0,5.0,6.0,41.0,1.0
C,27.0,6.0,6.0,41.0,1.0
C,28.0,7.0,6.0,41.0,1.0
C,27.0,8.0,6.0,41.0,1.0
C,27.0,9.0,6.0,41.0,1.0
C,28.0,10.0,6.0,41.0,1.0
C,28.0,11.0,6.0,41.0,1.0
C,28.0,12.0,6.0,41.0,1.0
C,28.0,13.0,6.0,41.0,1.0
C,28.0,14.0,6.0,41.0,1.0
A,20.0,20.0,6.0,41.0,1.0
A,19.0,21.0,6.0,41.0,1.0
A,19.0,22.0,6.0,41.0,1.0
A,19.0,23.0,6.0,41.0,1.0
A,20.0,24.0,6.0,41.0,1.0
A,21.0,25.0,6.0,41.0,1.0
A,20.0,26.0,6.0,41.0,1.0
A,19.0,27.0,6.0,41.0,1.0
A,20.0,28.0,6.0,41.0,1.0
A,20.0,29.0,6.0,41.0,1.0
A,20.0,30.0,6.0,41.0,1.0
A,20.0,31.0,6.0,41.0,1.0
A,19.0,32.0,6.0,41.0,1.0
A,20.0,33.0,6.0,41.0,1.0
A,20.0,34.0,6.0,41.0,1.0
A,21.0,35.0,6.0,41.0,1.0
A,20.0,36.0,6.0,41.0,1.0
A,19.0,37.0,6.0,41.0,1.0
A,20.0,38.0,6.0,41.0,1.0
C,25.0,15.0,6.0,41.0,1.0
C,25.0,16.0,6.0,41.0,1.0
C,26.0,17.0,6.0,41.0,1.0
C,26.0,18.0,6.0,41.0,1.0
C,26.0,19.0,6.0,41.0,1.0
C,26.0,20.0,6.0,41.0,1.0
C,26.0,21.0,6.0,41.0,1.0
C,26.0,22.0,6.0,41.0,1.0
C,25.0,23.0,6.0,41.0,1.0
C,27.0,24.0,6.0,41.0,1.0
A,18.0,39.0,6.0,41.0,1.0
A,15.0,40.0,6.0,41.0,1.0
A,15.0,41.0,6.0,41.0,1.0
A,18.0,42.0,6.0,41.0,1.0
A,19.0,43.0,6.0,41.0,1.0
A,16.0,44.0,6.0,41.0,1.0
A,16.0,45.0,6.0,41.0,1.0
A,19.0,46.0,6.0,41.0,1.0
A,18.0,47.0,6.0,41.0,1.0
A,16.0,48.0,6.0,41.0,1.0
A,17.0,49.0,6.0,41.0,1.0
A,18.0,50.0,6.0,41.0,1.0
A,18.0,51.0,6.0,41.0,1.0
A,16.0,52.0,6.0,41.0,1.0
A,16.0,53.0,6.0,41.0,1.0
A,18.0,54.0,6.0,41.0,1.0
A,18.0,55.0,6.0,41.0,1.0
A,19.0,56.0,6.0,41.0,1.0
A,18.0,57.0,6.0,41.0,1.0
C,25.0,25.0,6.0,41.0,1.0
C,25.0,26.0,6.0,41.0,1.0
C,25.0,27.0,6.0,41.0,1.0
C,25.0,28.0,6.0,41.0,1.0
C,25.0,29.0,6.0,41.0,1.0
C,24.0,30.0,6.0,41.0,1.0
C,25.0,31.0,6.0,41.0,1.0
